"","CRASH_CRN","DISTRICT","CRASH_COUNTY","MUNICIPALITY","POLICE_AGCY","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","COLLISION_TYPE","RELATION_TO_ROAD","INTERSECT_TYPE","TCD_TYPE","URBAN_RURAL","LOCATION_TYPE","SCH_BUS_IND","SCH_ZONE_IND","TOTAL_UNITS","PERSON_COUNT","VEHICLE_COUNT","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT","FATAL_COUNT","INJURY_COUNT","MAJ_INJ_COUNT","MOD_INJ_COUNT","MIN_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_MAJ_INJ_COUNT","BELTED_DEATH_COUNT","BELTED_MAJ_INJ_COUNT","MCYCLE_DEATH_COUNT","MCYCLE_MAJ_INJ_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_MAJ_INJ_COUNT","PED_COUNT","PED_DEATH_COUNT","PED_MAJ_INJ_COUNT","COMM_VEH_COUNT","MAX_SEVERITY_LEVEL","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","LATITUDE","LONGITUDE","DEC_LAT","DEC_LONG","EST_HRS_CLOSED","LANE_CLOSED","LN_CLOSE_DIR","NTFY_HIWY_MAINT","RDWY_SURF_TYPE_CD","SPEC_JURIS_CD","TCD_FUNC_CD","TFC_DETOUR_IND","WORK_ZONE_IND","WORK_ZONE_TYPE","WORK_ZONE_LOC","CONS_ZONE_SPD_LIM","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","FLAG_CRN","INTERSTATE","STATE_ROAD","LOCAL_ROAD","LOCAL_ROAD_ONLY","TURNPIKE","WET_ROAD","SNOW_SLUSH_ROAD","ICY_ROAD","SUDDEN_DEER","SHLDR_RELATED","REAR_END","HO_OPPDIR_SDSWP","HIT_FIXED_OBJECT","SV_RUN_OFF_RD","WORK_ZONE","PROPERTY_DAMAGE_ONLY","FATAL_OR_MAJ_INJ","INJURY","FATAL","NON_INTERSECTION","INTERSECTION","SIGNALIZED_INT","STOP_CONTROLLED_INT","UNSIGNALIZED_INT","SCHOOL_BUS","SCHOOL_ZONE","HIT_DEER","HIT_TREE_SHRUB","HIT_EMBANKMENT","HIT_POLE","HIT_GDRAIL","HIT_GDRAIL_END","HIT_BARRIER","HIT_BRIDGE","OVERTURNED","MOTORCYCLE","BICYCLE","HVY_TRUCK_RELATED","VEHICLE_FAILURE","TRAIN_TROLLEY","PHANTOM_VEHICLE","ALCOHOL_RELATED","DRINKING_DRIVER","UNDERAGE_DRNK_DRV","UNLICENSED","CELL_PHONE","NO_CLEARANCE","RUNNING_RED_LT","TAILGATING","CROSS_MEDIAN","CURVE_DVR_ERROR","LIMIT_65MPH","SPEEDING","SPEEDING_RELATED","AGGRESSIVE_DRIVING","FATIGUE_ASLEEP","DRIVER_16YR","DRIVER_17YR","DRIVER_65_74YR","DRIVER_75PLUS","UNBELTED","PEDESTRIAN","DISTRACTED","CURVED_ROAD","DRIVER_18YR","DRIVER_19YR","DRIVER_20YR","DRIVER_50_64YR","VEHICLE_TOWED","FIRE_IN_VEHICLE","HIT_PARKED_VEHICLE","MC_DRINKING_DRIVER","DRUGGED_DRIVER","INJURY_OR_FATAL","COMM_VEHICLE","IMPAIRED_DRIVER","DEER_RELATED","DRUG_RELATED","HAZARDOUS_TRUCK","ILLEGAL_DRUG_RELATED","ILLUMINATION_DARK","MINOR_INJURY","MODERATE_INJURY","MAJOR_INJURY","NHTSA_AGG_DRIVING","PSP_REPORTED","RUNNING_STOP_SIGN","TRAIN","TROLLEY","ROADWAY_CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ACCESS_CTRL","ROADWAY_COUNTY","LANE_COUNT","RDWY_ORIENT","ROAD_OWNER","ROUTE","SPEED_LIMIT","SEGMENT","OFFSET","STREET_NAME"
"73",2005053066,11,2,2301,2301,2004,7,3,1758,17,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 28:05.246","80 01:36.638",40.4681,-80.0268,1,2,2,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2005053066,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005053066,3,4,NA,2,2,"S",4,NA,25,NA,0,"STAYTON ST"
"74",2005054578,11,2,2447,2447,2004,9,7,1140,11,1,1,0,4,1,1,0,3,99,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 24:32.320","79 59:24.594",40.409,-79.9902,1,2,6,"",NA,NA,0,"Y","N",NA,NA,NA,"","","","","","","","",2005054578,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005054578,3,4,NA,2,99,"W",4,NA,NA,NA,0,"RUSTIC ST"
"75",2005054909,11,2,2301,2301,2004,6,3,1846,18,1,1,0,2,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 26:12.541","79 58:33.596",40.4368,-79.976,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005054909,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005054909,3,4,NA,2,2,"S",4,NA,25,NA,0,"SENECA ST"
"76",2005054911,11,2,2301,2301,2004,6,3,2045,20,4,1,0,4,1,1,3,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:58.844","79 58:04.861",40.4497,-79.968,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005054911,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005054911,3,4,NA,2,2,"E",4,NA,25,NA,0,"WYLIE AV"
"77",2005058005,11,2,2301,2301,2004,8,2,855,8,1,1,0,6,1,1,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 28:48.939","79 57:05.634",40.4803,-79.9516,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2005058005,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005058005,3,4,NA,2,2,"S",4,NA,25,NA,0,"MCCANDLESS ST"
"79",2005058049,11,2,2301,2301,2004,9,2,1735,17,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 27:08.514","79 53:15.158",40.4524,-79.8875,2,1,3,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2005058049,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2005058049,3,4,NA,2,99,"E",4,NA,NA,NA,NA,"HAMILTON AV"
"86",2005068324,11,2,2301,2301,2004,6,4,1802,18,1,1,0,4,1,1,0,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:21.250","80 00:28.018",40.4559,-80.0078,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2005068324,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005068324,3,4,NA,2,1,"E",4,NA,25,NA,0,"ELOISE ST"
"91",2005091853,11,2,2301,2301,2005,2,2,1425,14,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 26:12.185","80 00:03.239",40.43669891,-80.00090027,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005091853,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005091853,3,4,NA,2,4,"S",4,NA,25,NA,0,"SMITHFIELD ST"
"93",2005097072,11,2,2301,2301,2004,4,3,1725,17,1,1,0,4,1,2,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 26:25.551","79 57:53.676",40.4404,-79.9649,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005097072,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005097072,3,4,NA,2,2,"W",4,NA,25,NA,0,"TERRACE ST"
"99",2005120050,11,2,2301,2301,2005,5,4,2007,20,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 27:14.851","79 54:22.563",40.45410156,-79.90630341,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005120050,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2005120050,3,4,NA,2,2,"W",4,NA,NA,NA,0,"MCPHERSON BL"
"101",2005125136,11,2,2301,2301,2005,4,2,1740,17,1,1,0,4,1,2,0,3,0,"","",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 27:11.178","79 56:09.492",40.4530983,-79.93599701,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2005125136,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005125136,3,4,NA,2,2,"E",4,NA,25,NA,0,"ELLSWORTH AV"
"103",2005128021,11,2,2301,2301,2005,6,7,1237,12,1,1,0,2,1,2,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,"40 23:46.492","79 59:05.208",40.39619827,-79.98480225,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005128021,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005128021,3,4,NA,2,2,"W",4,NA,25,NA,0,"LEOLYN ST"
"104",2005130240,11,2,2301,2301,2005,6,7,1957,19,1,1,0,4,1,1,3,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 24:59.961","79 59:19.230",40.41669846,-79.98870087,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005130240,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005130240,3,4,NA,2,1,"U",4,NA,25,NA,0,"CHARLES ST"
"107",2005134128,11,2,2301,2301,2005,4,6,1508,15,1,1,0,4,1,2,3,3,0,"N","N",2,7,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:12.758","80 03:02.916",40.45349884,-80.05079651,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005134128,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005134128,3,4,NA,2,2,"N",4,NA,NA,NA,0,"ZEPHYR AV"
"109",2005137051,11,2,2301,2301,2005,4,3,1940,19,1,1,0,4,1,1,2,3,0,"N","N",2,4,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:11.462","79 53:28.057",40.45320129,-79.89109802,NA,0,NA,"N",NA,NA,2,"","N",NA,NA,NA,"","","","","","","","",2005137051,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005137051,3,4,NA,2,2,"S",4,NA,25,NA,NA,"HAMILTON AV"
"112",2005137370,11,2,2301,2301,2005,6,5,2017,20,1,1,0,4,1,2,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:36.405","80 02:23.989",40.44340134,-80.04000092,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005137370,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005137370,3,4,NA,2,2,"E",4,NA,25,NA,0,"CHARTIERS AV"
"113",2005137388,11,2,2301,2301,2005,6,4,1709,17,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 27:18.124","79 53:25.430",40.45500183,-79.89040375,NA,0,NA,"N",NA,NA,9,"","N",NA,NA,NA,"","","","","","","","",2005137388,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005137388,3,4,NA,2,2,"N",4,NA,25,NA,0,"BRADDOCK AV"
"114",2005137389,11,2,2301,2301,2005,6,5,1600,16,1,8,1,6,1,2,3,3,0,"","",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:39.679","79 55:46.110",40.46099854,-79.92949677,NA,0,NA,"",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005137389,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005137389,3,4,NA,2,2,"S",4,NA,25,NA,0,"EUCLAIR WY"
"115",2005137454,11,2,2301,2301,2005,5,5,915,9,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,"40 27:55.404","79 57:24.210",40.4654007,-79.95670319,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005137454,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005137454,3,4,NA,2,2,"",4,NA,25,NA,0,"PENN AV"
"117",2005142328,11,2,2301,2301,2005,6,3,1255,12,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 27:43.462","80 01:05.804",40.46210098,-80.01830292,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005142328,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005142328,3,4,NA,2,2,"N",4,NA,25,NA,0,"CHARLES ST"
"118",2005143816,11,2,2301,2301,2005,4,3,700,7,1,1,0,4,1,0,0,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:16.921","79 55:00.041",40.43799973,-79.91670227,1,1,3,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2005143816,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005143816,3,3,NA,2,4,"W",4,NA,35,NA,NA,"FORBES AV"
"120",2005145294,11,2,2447,2447,2005,4,4,2059,20,3,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 24:45.295","79 59:16.008",40.41260147,-79.9878006,2,2,7,"N",NA,NA,3,"Y","N",NA,NA,NA,"","","","","","","","",2005145294,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2005145294,3,4,NA,2,2,"N",4,NA,25,NA,NA,"HAYS AV"
"121",2005147749,11,2,2301,2301,2005,6,7,907,9,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:09.643","79 55:22.454",40.43600082,-79.92289734,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005147749,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005147749,3,4,NA,2,1,"E",4,NA,25,NA,NA,"BARTLETT ST"
"123",2005154884,11,2,2301,2301,2005,7,3,1408,14,1,1,0,4,1,2,2,3,0,"N","N",2,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 29:14.425","79 53:44.418",40.48730087,-79.89550018,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005154884,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005154884,3,3,3,2,2,"S",2,1001,35,120,615,"FREEPORT RD"
"128",2005157984,11,2,2301,2301,2005,7,1,1451,14,1,1,0,4,1,0,0,3,0,"","",2,4,1,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,"40 25:11.571","79 59:13.707",40.41989899,-79.98709869,1,2,5,"",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2005157984,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005157984,3,3,NA,2,2,"N",4,NA,25,NA,NA,"18TH ST"
"131",2005166986,11,2,2301,2301,2005,8,4,1828,18,1,1,0,4,1,2,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 28:31.519","79 57:29.847",40.47539902,-79.95829773,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2005166986,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2005166986,3,4,NA,2,1,"E",4,NA,25,NA,0,"PLUMMER ST"
"132",2005173783,11,2,2301,2303,2005,8,3,1325,13,1,1,0,4,1,2,3,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 25:24.625","80 00:34.426",40.42350006,-80.00959778,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2005173783,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005173783,3,4,NA,2,2,"N",4,NA,25,NA,0,"BOGGS AV"
